GKD-c_1_n500_m50.txt;19485.1875;G_SS;2h
GKD-c_2_n500_m50.txt;19701.53711;G_SS;2h
GKD-c_3_n500_m50.txt;19547.20703;G_SS;2h
GKD-c_4_n500_m50.txt;19596.46875;G_SS;2h
GKD-c_5_n500_m50.txt;19602.625;G_SS;2h
GKD-c_6_n500_m50.txt;19421.55078;G_SS;2h
GKD-c_7_n500_m50.txt;19534.30664;G_SS;2h
GKD-c_8_n500_m50.txt;19487.32031;G_SS;2h
GKD-c_9_n500_m50.txt;19221.63477;G_SS;2h
GKD-c_10_n500_m50.txt;19703.35156;G_SS;2h
GKD-c_11_n500_m50.txt;19587.12891;G_SS;2h
GKD-c_12_n500_m50.txt;19360.23633;G_SS;2h
GKD-c_13_n500_m50.txt;19366.69922;G_SS;2h
GKD-c_14_n500_m50.txt;19458.56641;G_SS;2h
GKD-c_15_n500_m50.txt;19422.15039;G_SS;2h
GKD-c_16_n500_m50.txt;19680.20898;G_SS;2h
GKD-c_17_n500_m50.txt;19331.38867;G_SS;2h
GKD-c_18_n500_m50.txt;19461.39453;G_SS;2h
GKD-c_19_n500_m50.txt;19477.32813;G_SS;2h
GKD-c_20_n500_m50.txt;19604.84375;G_SS;2h
SOM-b_1_n100_m10.txt;333;G_SS;2h
SOM-b_2_n100_m20.txt;1195;G_SS;2h
SOM-b_3_n100_m30.txt;2457;G_SS;2h
SOM-b_4_n100_m40.txt;4142;G_SS;2h
SOM-b_5_n200_m20.txt;1247;G_SS;2h
SOM-b_6_n200_m40.txt;4450;G_SS;2h
SOM-b_7_n200_m60.txt;9437;G_SS;2h
SOM-b_8_n200_m80.txt;16225;G_SS;2h
SOM-b_9_n300_m30.txt;2694;G_SS;2h
SOM-b_10_n300_m60.txt;9689;G_SS;2h
SOM-b_11_n300_m90.txt;20743;G_SS;2h
SOM-b_12_n300_m120.txt;35881;G_SS;2h
SOM-b_13_n400_m40.txt;4658;G_SS;2h
SOM-b_14_n400_m80.txt;16956;G_SS;2h
SOM-b_15_n400_m120.txt;36317;G_SS;2h
SOM-b_16_n400_m160.txt;62487;G_SS;2h
SOM-b_17_n500_m50.txt;7141;G_SS;2h
SOM-b_18_n500_m100.txt;26258;G_SS;2h
SOM-b_19_n500_m150.txt;56572;G_SS;2h
SOM-b_20_n500_m200.txt;97344;G_SS;2h
MDG-a_1_n500_m50.txt;7833.83252;G_SS;2h
MDG-a_2_n500_m50.txt;7771.66162;G_SS;2h
MDG-a_3_n500_m50.txt;7759.35986;G_SS;2h
MDG-a_4_n500_m50.txt;7770.2417;G_SS;2h
MDG-a_5_n500_m50.txt;7755.23096;G_SS;2h
MDG-a_6_n500_m50.txt;7773.70996;G_SS;2h
MDG-a_7_n500_m50.txt;7771.73096;G_SS;2h
MDG-a_8_n500_m50.txt;7750.88135;G_SS;2h
MDG-a_9_n500_m50.txt;7770.0708;G_SS;2h
MDG-a_10_n500_m50.txt;7780.35059;G_SS;2h
MDG-a_11_n500_m50.txt;7770.95068;G_SS;2h
MDG-a_12_n500_m50.txt;7757.65039;G_SS;2h
MDG-a_13_n500_m50.txt;7798.43164;G_SS;2h
MDG-a_14_n500_m50.txt;7795.63135;G_SS;2h
MDG-a_15_n500_m50.txt;7736.84033;G_SS;2h
MDG-a_16_n500_m50.txt;7792.77197;G_SS;2h
MDG-a_17_n500_m50.txt;7787.20068;G_SS;2h
MDG-a_18_n500_m50.txt;7756.26172;G_SS;2h
MDG-a_19_n500_m50.txt;7755.41064;G_SS;2h
MDG-a_20_n500_m50.txt;7733.86133;G_SS;2h
MDG-a_21_n2000_m200.txt;114259;G_SS;2h
MDG-a_22_n2000_m200.txt;114327;G_SS;2h
MDG-a_23_n2000_m200.txt;114123;G_SS;2h
MDG-a_24_n2000_m200.txt;114040;G_SS;2h
MDG-a_25_n2000_m200.txt;114064;G_SS;2h
MDG-a_26_n2000_m200.txt;114204;G_SS;2h
MDG-a_27_n2000_m200.txt;114338;G_SS;2h
MDG-a_28_n2000_m200.txt;114158;G_SS;2h
MDG-a_29_n2000_m200.txt;114132;G_SS;2h
MDG-a_30_n2000_m200.txt;114197;G_SS;2h
MDG-a_31_n2000_m200.txt;114139;G_SS;2h
MDG-a_32_n2000_m200.txt;114092;G_SS;2h
MDG-a_33_n2000_m200.txt;114124;G_SS;2h
MDG-a_34_n2000_m200.txt;114203;G_SS;2h
MDG-a_35_n2000_m200.txt;114180;G_SS;2h
MDG-a_36_n2000_m200.txt;114252;G_SS;2h
MDG-a_37_n2000_m200.txt;114213;G_SS;2h
MDG-a_38_n2000_m200.txt;114378;G_SS;2h
MDG-a_39_n2000_m200.txt;114201;G_SS;2h
MDG-a_40_n2000_m200.txt;114191;G_SS;2h
MDG-b_1_n500_m50.txt;778030.625;G_SS;2h
MDG-b_2_n500_m50.txt;779963.6875;G_SS;2h
MDG-b_3_n500_m50.txt;776768.4375;G_SS;2h
MDG-b_4_n500_m50.txt;775394.625;G_SS;2h
MDG-b_5_n500_m50.txt;775611.0625;G_SS;2h
MDG-b_6_n500_m50.txt;775153.6875;G_SS;2h
MDG-b_7_n500_m50.txt;777232.875;G_SS;2h
MDG-b_8_n500_m50.txt;779168.75;G_SS;2h
MDG-b_9_n500_m50.txt;774802.1875;G_SS;2h
MDG-b_10_n500_m50.txt;774961.3125;G_SS;2h
MDG-b_11_n500_m50.txt;777468.875;G_SS;2h
MDG-b_12_n500_m50.txt;775492.9375;G_SS;2h
MDG-b_13_n500_m50.txt;780191.875;G_SS;2h
MDG-b_14_n500_m50.txt;782232.75;G_SS;2h
MDG-b_15_n500_m50.txt;780300.375;G_SS;2h
MDG-b_16_n500_m50.txt;775436.25;G_SS;2h
MDG-b_17_n500_m50.txt;776619.125;G_SS;2h
MDG-b_18_n500_m50.txt;775850.75;G_SS;2h
MDG-b_19_n500_m50.txt;778802.9375;G_SS;2h
MDG-b_20_n500_m50.txt;778644.8125;G_SS;2h
MDG-b_21_n2000_m200.txt;11299894.85774;G_SS;2h
MDG-b_22_n2000_m200.txt;11286775.58894;G_SS;2h
MDG-b_23_n2000_m200.txt;11299940.86847;G_SS;2h
MDG-b_24_n2000_m200.txt;11290874.15963;G_SS;2h
MDG-b_25_n2000_m200.txt;11296066.6607;G_SS;2h
MDG-b_26_n2000_m200.txt;11292295.88629;G_SS;2h
MDG-b_27_n2000_m200.txt;11305676.84757;G_SS;2h
MDG-b_28_n2000_m200.txt;11279916.05595;G_SS;2h
MDG-b_29_n2000_m200.txt;11297188.33456;G_SS;2h
MDG-b_30_n2000_m200.txt;11296414.92982;G_SS;2h
MDG-b_31_n2000_m200.txt;11288901.49168;G_SS;2h
MDG-b_32_n2000_m200.txt;11279820.12875;G_SS;2h
MDG-b_33_n2000_m200.txt;11296297.93395;G_SS;2h
MDG-b_34_n2000_m200.txt;11281245.49982;G_SS;2h
MDG-b_35_n2000_m200.txt;11307424.25576;G_SS;2h
MDG-b_36_n2000_m200.txt;11289469.2741;G_SS;2h
