Instancia;Tempo Medio;Melhor Solucao;Solucao Media;#1T;#1S;#2T;#2S;#3T;#3S;#4T;#4S;#5T;#5S;#6T;#6S;#7T;#7S;#8T;#8S;#9T;#9S;#10T;#10S;#11T;#11S;#12T;#12S;#13T;#13S;#14T;#14S;#15T;#15S;#16T;#16S;#17T;#17S;#18T;#18S;#19T;#19S;#20T;#20S;
GKD-a_41_n15_m9;20.75;10613.651790000002;10613.651790000002;21.0;10613.651790000002;21.0;10613.651790000002;18.0;10613.651790000002;18.0;10613.651790000002;19.0;10613.651790000002;18.0;10613.651790000002;19.0;10613.651790000002;21.0;10613.651790000002;20.0;10613.651790000002;19.0;10613.651790000002;19.0;10613.651790000002;19.0;10613.651790000002;24.0;10613.651790000002;18.0;10613.651790000002;25.0;10613.651790000002;21.0;10613.651790000002;24.0;10613.651790000002;25.0;10613.651790000002;21.0;10613.651790000002;25.0;10613.651790000002;
GKD-a_60_n30_m9;41.75;10128.47773000001;10128.477730000011;40.0;10128.47773000001;48.0;10128.47773000001;38.0;10128.47773000001;40.0;10128.47773000001;40.0;10128.47773000001;39.0;10128.47773000001;43.0;10128.47773000001;39.0;10128.47773000001;39.0;10128.47773000001;39.0;10128.47773000001;37.0;10128.47773000001;57.0;10128.47773000001;58.0;10128.47773000001;38.0;10128.47773000001;39.0;10128.47773000001;37.0;10128.47773000001;43.0;10128.47773000001;42.0;10128.47773000001;40.0;10128.47773000001;39.0;10128.47773000001;
GKD-a_62_n30_m12;45.9;21086.210139999996;21086.21013999999;42.0;21086.210139999996;39.0;21086.210139999996;54.0;21086.210139999996;37.0;21086.210139999996;61.0;21086.210139999996;61.0;21086.210139999996;39.0;21086.210139999996;51.0;21086.210139999996;44.0;21086.210139999996;36.0;21086.210139999996;61.0;21086.210139999996;40.0;21086.210139999996;37.0;21086.210139999996;42.0;21086.210139999996;39.0;21086.210139999996;39.0;21086.210139999996;42.0;21086.210139999996;46.0;21086.210139999996;42.0;21086.210139999996;66.0;21086.210139999996;
GKD-a_26_n15_m3;21.15;790.5761199999998;790.5761199999998;16.0;790.5761199999998;14.0;790.5761199999998;15.0;790.5761199999998;17.0;790.5761199999998;34.0;790.5761199999998;15.0;790.5761199999998;20.0;790.5761199999998;15.0;790.5761199999998;17.0;790.5761199999998;15.0;790.5761199999998;22.0;790.5761199999998;25.0;790.5761199999998;15.0;790.5761199999998;17.0;790.5761199999998;54.0;790.5761199999998;20.0;790.5761199999998;17.0;790.5761199999998;17.0;790.5761199999998;41.0;790.5761199999998;17.0;790.5761199999998;
GKD-a_64_n30_m12;46.05;18196.626989999986;18196.626989999982;41.0;18196.626989999986;45.0;18196.626989999986;40.0;18196.626989999986;66.0;18196.626989999986;45.0;18196.626989999986;39.0;18196.626989999986;40.0;18196.626989999986;56.0;18196.626989999986;41.0;18196.626989999986;39.0;18196.626989999986;42.0;18196.626989999986;41.0;18196.626989999986;76.0;18196.626989999986;40.0;18196.626989999986;39.0;18196.626989999986;41.0;18196.626989999986;54.0;18196.626989999986;48.0;18196.626989999986;40.0;18196.626989999986;48.0;18196.626989999986;
GKD-a_66_n30_m18;54.7;39362.83585999999;39362.83585999999;52.0;39362.83585999999;58.0;39362.83585999999;83.0;39362.83585999999;47.0;39362.83585999999;64.0;39362.83585999999;52.0;39362.83585999999;58.0;39362.83585999999;53.0;39362.83585999999;48.0;39362.83585999999;49.0;39362.83585999999;47.0;39362.83585999999;49.0;39362.83585999999;50.0;39362.83585999999;47.0;39362.83585999999;51.0;39362.83585999999;52.0;39362.83585999999;49.0;39362.83585999999;77.0;39362.83585999999;48.0;39362.83585999999;60.0;39362.83585999999;
GKD-a_28_n15_m3;18.2;1477.34505;1477.34505;16.0;1477.34505;17.0;1477.34505;15.0;1477.34505;15.0;1477.34505;15.0;1477.34505;16.0;1477.34505;16.0;1477.34505;16.0;1477.34505;15.0;1477.34505;31.0;1477.34505;16.0;1477.34505;36.0;1477.34505;16.0;1477.34505;16.0;1477.34505;16.0;1477.34505;15.0;1477.34505;17.0;1477.34505;27.0;1477.34505;17.0;1477.34505;16.0;1477.34505;
GKD-a_44_n15_m9;23.2;7832.3598699999975;7832.3598699999975;20.0;7832.3598699999975;21.0;7832.3598699999975;20.0;7832.3598699999975;19.0;7832.3598699999975;19.0;7832.3598699999975;17.0;7832.3598699999975;32.0;7832.3598699999975;20.0;7832.3598699999975;45.0;7832.3598699999975;20.0;7832.3598699999975;41.0;7832.3598699999975;18.0;7832.3598699999975;21.0;7832.3598699999975;19.0;7832.3598699999975;20.0;7832.3598699999975;20.0;7832.3598699999975;20.0;7832.3598699999975;33.0;7832.3598699999975;20.0;7832.3598699999975;19.0;7832.3598699999975;
GKD-a_72_n30_m24;58.25;58029.05645000002;58029.05645000002;53.0;58029.05645000002;55.0;58029.05645000002;55.0;58029.05645000002;74.0;58029.05645000002;54.0;58029.05645000002;58.0;58029.05645000002;55.0;58029.05645000002;53.0;58029.05645000002;57.0;58029.05645000002;54.0;58029.05645000002;52.0;58029.05645000002;54.0;58029.05645000002;78.0;58029.05645000002;57.0;58029.05645000002;65.0;58029.05645000002;56.0;58029.05645000002;57.0;58029.05645000002;59.0;58029.05645000002;60.0;58029.05645000002;59.0;58029.05645000002;
GKD-a_27_n15_m3;17.2;1515.66303;1515.66303;17.0;1515.66303;15.0;1515.66303;16.0;1515.66303;15.0;1515.66303;16.0;1515.66303;15.0;1515.66303;16.0;1515.66303;15.0;1515.66303;23.0;1515.66303;21.0;1515.66303;15.0;1515.66303;16.0;1515.66303;19.0;1515.66303;15.0;1515.66303;17.0;1515.66303;23.0;1515.66303;18.0;1515.66303;19.0;1515.66303;17.0;1515.66303;16.0;1515.66303;
GKD-a_29_n15_m3;17.85;1811.34752;1811.3475199999998;15.0;1811.34752;22.0;1811.34752;16.0;1811.34752;16.0;1811.34752;32.0;1811.34752;17.0;1811.34752;17.0;1811.34752;16.0;1811.34752;16.0;1811.34752;15.0;1811.34752;15.0;1811.34752;15.0;1811.34752;15.0;1811.34752;31.0;1811.34752;15.0;1811.34752;16.0;1811.34752;16.0;1811.34752;18.0;1811.34752;17.0;1811.34752;17.0;1811.34752;
GKD-a_43_n15_m9;23.55;6726.305090000001;6726.305089999997;21.0;6726.305090000001;22.0;6726.305090000001;22.0;6726.305090000001;20.0;6726.305090000001;22.0;6726.305090000001;43.0;6726.305090000001;19.0;6726.305090000001;21.0;6726.305090000001;20.0;6726.305090000001;21.0;6726.305090000001;23.0;6726.305090000001;29.0;6726.305090000001;21.0;6726.305090000001;20.0;6726.305090000001;22.0;6726.305090000001;20.0;6726.305090000001;28.0;6726.305090000001;31.0;6726.305090000001;24.0;6726.305090000001;22.0;6726.305090000001;
GKD-a_45_n15_m9;26.2;5843.836599999997;5843.836599999996;20.0;5843.836599999997;34.0;5843.836599999997;22.0;5843.836599999997;40.0;5843.836599999997;42.0;5843.836599999997;44.0;5843.836599999997;28.0;5843.836599999997;23.0;5843.836599999997;21.0;5843.836599999997;20.0;5843.836599999997;25.0;5843.836599999997;20.0;5843.836599999997;19.0;5843.836599999997;22.0;5843.836599999997;22.0;5843.836599999997;30.0;5843.836599999997;18.0;5843.836599999997;23.0;5843.836599999997;19.0;5843.836599999997;32.0;5843.836599999997;
GKD-a_42_n15_m9;22.8;11304.868850000004;11304.86885;23.0;11304.868850000004;19.0;11304.868850000004;21.0;11304.868850000004;21.0;11304.868850000004;21.0;11304.868850000004;19.0;11304.868850000004;19.0;11304.868850000004;19.0;11304.868850000004;21.0;11304.868850000004;48.0;11304.868850000004;22.0;11304.868850000004;21.0;11304.868850000004;19.0;11304.868850000004;22.0;11304.868850000004;19.0;11304.868850000004;21.0;11304.868850000004;28.0;11304.868850000004;23.0;11304.868850000004;28.0;11304.868850000004;22.0;11304.868850000004;
GKD-a_8_n10_m3;14.5;911.6354099999999;911.6354099999993;18.0;911.6354099999999;15.0;911.6354099999999;14.0;911.6354099999999;14.0;911.6354099999999;13.0;911.6354099999999;13.0;911.6354099999999;14.0;911.6354099999999;13.0;911.6354099999999;16.0;911.6354099999999;16.0;911.6354099999999;14.0;911.6354099999999;13.0;911.6354099999999;14.0;911.6354099999999;14.0;911.6354099999999;16.0;911.6354099999999;13.0;911.6354099999999;15.0;911.6354099999999;16.0;911.6354099999999;14.0;911.6354099999999;15.0;911.6354099999999;
GKD-a_1_n10_m2;15.05;1146.3591099999999;1146.3591099999999;13.0;1146.3591099999999;13.0;1146.3591099999999;15.0;1146.3591099999999;28.0;1146.3591099999999;13.0;1146.3591099999999;13.0;1146.3591099999999;14.0;1146.3591099999999;13.0;1146.3591099999999;20.0;1146.3591099999999;14.0;1146.3591099999999;13.0;1146.3591099999999;13.0;1146.3591099999999;13.0;1146.3591099999999;21.0;1146.3591099999999;13.0;1146.3591099999999;17.0;1146.3591099999999;14.0;1146.3591099999999;14.0;1146.3591099999999;13.0;1146.3591099999999;14.0;1146.3591099999999;
GKD-a_7_n10_m3;15.15;1292.2932500000002;1292.29325;13.0;1292.2932500000002;14.0;1292.2932500000002;13.0;1292.2932500000002;14.0;1292.2932500000002;21.0;1292.2932500000002;14.0;1292.2932500000002;13.0;1292.2932500000002;13.0;1292.2932500000002;14.0;1292.2932500000002;14.0;1292.2932500000002;21.0;1292.2932500000002;13.0;1292.2932500000002;14.0;1292.2932500000002;13.0;1292.2932500000002;23.0;1292.2932500000002;14.0;1292.2932500000002;15.0;1292.2932500000002;17.0;1292.2932500000002;15.0;1292.2932500000002;15.0;1292.2932500000002;
GKD-a_40_n15_m6;23.25;4452.88336;4452.883360000002;21.0;4452.88336;19.0;4452.88336;47.0;4452.88336;21.0;4452.88336;43.0;4452.88336;19.0;4452.88336;18.0;4452.88336;31.0;4452.88336;22.0;4452.88336;19.0;4452.88336;20.0;4452.88336;19.0;4452.88336;18.0;4452.88336;27.0;4452.88336;19.0;4452.88336;19.0;4452.88336;21.0;4452.88336;21.0;4452.88336;22.0;4452.88336;19.0;4452.88336;
GKD-a_74_n30_m24;51.5;24917.195939999994;24917.19594;58.0;24917.195939999994;56.0;24917.195939999994;46.0;24917.195939999994;65.0;24917.195939999994;50.0;24917.195939999994;47.0;24917.195939999994;44.0;24917.195939999994;70.0;24917.195939999994;52.0;24917.195939999994;46.0;24917.195939999994;65.0;24917.195939999994;45.0;24917.195939999994;45.0;24917.195939999994;45.0;24917.195939999994;50.0;24917.195939999994;45.0;24917.195939999994;49.0;24917.195939999994;50.0;24917.195939999994;51.0;24917.195939999994;51.0;24917.195939999994;
GKD-a_6_n10_m3;15.35;502.40399999999994;502.4039999999999;14.0;502.40399999999994;16.0;502.40399999999994;29.0;502.40399999999994;14.0;502.40399999999994;13.0;502.40399999999994;15.0;502.40399999999994;15.0;502.40399999999994;13.0;502.40399999999994;13.0;502.40399999999994;15.0;502.40399999999994;16.0;502.40399999999994;16.0;502.40399999999994;14.0;502.40399999999994;16.0;502.40399999999994;16.0;502.40399999999994;14.0;502.40399999999994;15.0;502.40399999999994;14.0;502.40399999999994;15.0;502.40399999999994;14.0;502.40399999999994;
GKD-a_9_n10_m3;15.7;823.32478;823.3247800000005;14.0;823.32478;14.0;823.32478;18.0;823.32478;14.0;823.32478;18.0;823.32478;14.0;823.32478;15.0;823.32478;16.0;823.32478;13.0;823.32478;14.0;823.32478;14.0;823.32478;23.0;823.32478;14.0;823.32478;19.0;823.32478;13.0;823.32478;20.0;823.32478;15.0;823.32478;16.0;823.32478;15.0;823.32478;15.0;823.32478;
GKD-a_24_n10_m8;15.75;4172.085469999999;4172.08547;16.0;4172.085469999999;15.0;4172.085469999999;15.0;4172.085469999999;15.0;4172.085469999999;16.0;4172.085469999999;14.0;4172.085469999999;14.0;4172.085469999999;15.0;4172.085469999999;16.0;4172.085469999999;14.0;4172.085469999999;16.0;4172.085469999999;15.0;4172.085469999999;14.0;4172.085469999999;14.0;4172.085469999999;15.0;4172.085469999999;15.0;4172.085469999999;14.0;4172.085469999999;18.0;4172.085469999999;18.0;4172.085469999999;26.0;4172.085469999999;
GKD-a_13_n10_m4;16.1;1410.50435;1410.5043499999995;16.0;1410.50435;15.0;1410.50435;15.0;1410.50435;17.0;1410.50435;15.0;1410.50435;14.0;1410.50435;30.0;1410.50435;13.0;1410.50435;16.0;1410.50435;13.0;1410.50435;14.0;1410.50435;20.0;1410.50435;15.0;1410.50435;15.0;1410.50435;14.0;1410.50435;13.0;1410.50435;14.0;1410.50435;15.0;1410.50435;15.0;1410.50435;23.0;1410.50435;
GKD-a_15_n10_m4;16.4;2818.36434;2818.36434;14.0;2818.36434;15.0;2818.36434;17.0;2818.36434;14.0;2818.36434;14.0;2818.36434;14.0;2818.36434;13.0;2818.36434;23.0;2818.36434;14.0;2818.36434;14.0;2818.36434;30.0;2818.36434;14.0;2818.36434;15.0;2818.36434;14.0;2818.36434;15.0;2818.36434;25.0;2818.36434;17.0;2818.36434;16.0;2818.36434;15.0;2818.36434;15.0;2818.36434;
GKD-a_17_n10_m6;17.3;3613.6828999999993;3613.682899999999;15.0;3613.6828999999993;15.0;3613.6828999999993;16.0;3613.6828999999993;17.0;3613.6828999999993;15.0;3613.6828999999993;15.0;3613.6828999999993;16.0;3613.6828999999993;16.0;3613.6828999999993;20.0;3613.6828999999993;14.0;3613.6828999999993;17.0;3613.6828999999993;15.0;3613.6828999999993;35.0;3613.6828999999993;15.0;3613.6828999999993;17.0;3613.6828999999993;14.0;3613.6828999999993;16.0;3613.6828999999993;19.0;3613.6828999999993;23.0;3613.6828999999993;16.0;3613.6828999999993;
GKD-a_49_n15_m12;24.05;9485.346230000005;9485.346230000003;24.0;9485.346230000005;38.0;9485.346230000005;21.0;9485.346230000005;21.0;9485.346230000005;22.0;9485.346230000005;21.0;9485.346230000005;29.0;9485.346230000005;42.0;9485.346230000005;21.0;9485.346230000005;22.0;9485.346230000005;24.0;9485.346230000005;20.0;9485.346230000005;23.0;9485.346230000005;21.0;9485.346230000005;23.0;9485.346230000005;20.0;9485.346230000005;24.0;9485.346230000005;22.0;9485.346230000005;22.0;9485.346230000005;21.0;9485.346230000005;
GKD-a_68_n30_m18;52.55;42969.98942999998;42969.98942999997;47.0;42969.98942999998;47.0;42969.98942999998;45.0;42969.98942999998;86.0;42969.98942999998;44.0;42969.98942999998;45.0;42969.98942999998;69.0;42969.98942999998;45.0;42969.98942999998;51.0;42969.98942999998;45.0;42969.98942999998;46.0;42969.98942999998;48.0;42969.98942999998;45.0;42969.98942999998;70.0;42969.98942999998;71.0;42969.98942999998;45.0;42969.98942999998;51.0;42969.98942999998;47.0;42969.98942999998;54.0;42969.98942999998;50.0;42969.98942999998;
GKD-a_11_n10_m4;15.9;1021.8614699999998;1021.8614699999998;15.0;1021.8614699999998;18.0;1021.8614699999998;14.0;1021.8614699999998;22.0;1021.8614699999998;14.0;1021.8614699999998;14.0;1021.8614699999998;14.0;1021.8614699999998;14.0;1021.8614699999998;15.0;1021.8614699999998;16.0;1021.8614699999998;14.0;1021.8614699999998;15.0;1021.8614699999998;29.0;1021.8614699999998;13.0;1021.8614699999998;16.0;1021.8614699999998;14.0;1021.8614699999998;17.0;1021.8614699999998;15.0;1021.8614699999998;14.0;1021.8614699999998;15.0;1021.8614699999998;
GKD-a_19_n10_m6;16.0;3442.012299999999;3442.012300000001;15.0;3442.012299999999;19.0;3442.012299999999;20.0;3442.012299999999;14.0;3442.012299999999;16.0;3442.012299999999;15.0;3442.012299999999;19.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;15.0;3442.012299999999;17.0;3442.012299999999;16.0;3442.012299999999;16.0;3442.012299999999;18.0;3442.012299999999;
GKD-a_20_n10_m6;20.5;2426.682719999999;2426.682719999998;15.0;2426.682719999999;16.0;2426.682719999999;24.0;2426.682719999999;16.0;2426.682719999999;33.0;2426.682719999999;15.0;2426.682719999999;42.0;2426.682719999999;28.0;2426.682719999999;16.0;2426.682719999999;15.0;2426.682719999999;36.0;2426.682719999999;16.0;2426.682719999999;16.0;2426.682719999999;15.0;2426.682719999999;15.0;2426.682719999999;20.0;2426.682719999999;15.0;2426.682719999999;26.0;2426.682719999999;16.0;2426.682719999999;15.0;2426.682719999999;
GKD-a_22_n10_m8;17.25;4257.754829999999;4257.75483;18.0;4257.754829999999;17.0;4257.754829999999;15.0;4257.754829999999;23.0;4257.754829999999;15.0;4257.754829999999;14.0;4257.754829999999;14.0;4257.754829999999;14.0;4257.754829999999;15.0;4257.754829999999;33.0;4257.754829999999;15.0;4257.754829999999;15.0;4257.754829999999;15.0;4257.754829999999;16.0;4257.754829999999;15.0;4257.754829999999;14.0;4257.754829999999;17.0;4257.754829999999;28.0;4257.754829999999;15.0;4257.754829999999;17.0;4257.754829999999;
GKD-a_47_n15_m12;22.5;15007.375480000002;15007.375479999993;19.0;15007.375480000002;20.0;15007.375480000002;21.0;15007.375480000002;20.0;15007.375480000002;21.0;15007.375480000002;19.0;15007.375480000002;19.0;15007.375480000002;22.0;15007.375480000002;20.0;15007.375480000002;22.0;15007.375480000002;19.0;15007.375480000002;19.0;15007.375480000002;39.0;15007.375480000002;19.0;15007.375480000002;19.0;15007.375480000002;26.0;15007.375480000002;19.0;15007.375480000002;20.0;15007.375480000002;47.0;15007.375480000002;20.0;15007.375480000002;
GKD-a_50_n15_m12;24.55;11709.175129999998;11709.175129999996;30.0;11709.175129999998;22.0;11709.175129999998;34.0;11709.175129999998;35.0;11709.175129999998;39.0;11709.175129999998;20.0;11709.175129999998;21.0;11709.175129999998;20.0;11709.175129999998;22.0;11709.175129999998;41.0;11709.175129999998;20.0;11709.175129999998;20.0;11709.175129999998;20.0;11709.175129999998;21.0;11709.175129999998;21.0;11709.175129999998;20.0;11709.175129999998;21.0;11709.175129999998;22.0;11709.175129999998;21.0;11709.175129999998;21.0;11709.175129999998;
