/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_10_n500_m50.txt;114171;773265.1799999991
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_11_n500_m50.txt;111279;775172.2299999979
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_12_n500_m50.txt;116078;771632.099999998
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_13_n500_m50.txt;103538;773554.5000000003
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_14_n500_m50.txt;114403;781249.0900000033
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_15_n500_m50.txt;107596;774288.3300000016
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_16_n500_m50.txt;113271;770899.2899999995
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_17_n500_m50.txt;97135;771044.8299999993
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_18_n500_m50.txt;100754;771614.2899999999
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_19_n500_m50.txt;105440;774666.3900000001
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_1_n500_m50.txt;139208;776272.6800000017
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_20_n500_m50.txt;122541;778571.2599999969
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_2_n500_m50.txt;91079;779963.5399999983
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_3_n500_m50.txt;92964;776768.1700000006
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_4_n500_m50.txt;106210;770801.6700000002
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_5_n500_m50.txt;95847;775610.9599999993
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_6_n500_m50.txt;82332;773475.0900000011
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_7_n500_m50.txt;97732;774674.0899999995
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_8_n500_m50.txt;101675;776186.2199999982
/home/usuario/Downloads/mdplib_2010/MDG_b/MDG-b_9_n500_m50.txt;101529;772877.2899999991
